cve_id,project_name,project_language,affects_multiple,version_introduced,version_patched,cve_publish_date,cvss,project_severity_rating,patch_commit,patch_language,patch_path,patch_location,location_category,nvd_cwe,manual_label,subclass_label,nvd_override,memory_unsafety,primary_advisory,other_references,summary,additional_notes
CVE-2006-4343,OpenSSL,C,N,0.9.7,0.9.8d,9/28/2006,4.3,-,https://github.com/openssl/openssl/commit/3ff55e9680cc99f330f25e48cd1422e3459c02de,C,ssl/s2_clnt.c,SSLv2,SSL,CWE-476: NULL Pointer Dereference,Memory Management,Null Dereference,N,Y,https://www.openssl.org/news/secadv/20060928.txt,-,"SSLv2 ServerHello parsing implementation is missing a null check for whether a session certificate variable is null, potentially causing a seg fault or other crash.",-
CVE-2006-4339,OpenSSL,C,Y (CVE-2006-4340),0.9.7,0.9.8c,9/5/2006,4.3,-,-,-,-,X.509/PKCS#1,-,CWE-310: Cryptographic Issues,Side Channel,Side Channel,N (side channel),N,https://www.openssl.org/news/vulnerabilities.html,-,"RSA signature implementation is vulnerable to the original Bleichenbacher attack, making it vulnerable to signature forgeries.",-
CVE-2005-2969,OpenSSL,C,N,0.9.7,0.9.8a,10/18/2005,5.0,-,-,-,-,SSL,-,-,Cryptographic Issue,TLS Implementation,N/A,N,https://www.openssl.org/news/secadv/20051011.txt,-,"SSL implementation contained a potential rollback to SSL 2.0, even if both client and server support SSL 3.0 or TLS 1.0, when a deprecated flag was enabled (since the flag disabled certain rollback protections).",-
CVE-2005-2946,OpenSSL,C,N,-,0.9.8,9/16/2005,5.0,-,-,-,-,-,-,CWE-310: Cryptographic Issues,Cryptographic Issue,Weak Cipher,N,N,https://www.openssl.org/news/vulnerabilities.html,https://bugzilla.redhat.com/bugzilla/show_bug.cgi?id=169803,"OpenSSL defaults used MD5 instead of a more collision-resistant hashing algorithm, making certificate/signature forgeries easier.","Not included under OpenSSL's security advisory list---debatable whether this is actually a CVE-type issue, but we include it here since it is registered in the NVD. "
CVE-2004-0975,OpenSSL,C,N,0.9.6,0.9.7f,2/9/2005,2.1,-,https://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=5fee606442a6738fd06a756d7076be53b7b7734c,-,apps/der_chop.in,-,-,-,Systems Issue,File Overwrite,N/A,N,https://www.openssl.org/news/vulnerabilities.html,https://bugzilla.redhat.com/bugzilla/show_bug.cgi?id=136302,"A script included as part of the OpenSSL distribution created temporary files insecurely, allowing local users to overwrite those files.",-
CVE-2022-2509,GnuTLS,C,N,3.6.0,3.7.7,8/1/2022,7.5,Medium,https://gitlab.com/gnutls/gnutls/-/merge_requests/1615?commit_id=ce37f9eb265dbe9b6d597f5767449e8ee95848e2,C,lib/x509/pkcs7.c,PKCS7/X.509,X.509,CWE-415: Double Free,Memory Management,Double Free,N,Y,https://lists.gnupg.org/pipermail/gnutls-help/2022-July/004746.html,https://gnutls.org/security-new.html#GNUTLS-SA-2022-07-07; https://gitlab.com/gnutls/gnutls/-/issues/1383,PKCS7 signature verification contains a double-free vulnerability when it frees the memory allocated for the signer certificate in a certificate chain twice.,-
CVE-2021-20232,GnuTLS,C,N,-,3.7.1,3/12/2021,7.5; 9.8,Low,https://gitlab.com/gnutls/gnutls/-/commit/75a937d97f4fefc6f9b08e3791f151445f551cb3,C,lib/ext/pre_shared_key.c,TLS 1.3,SSL,CWE-416: Use After Free,Memory Management,Use-After-Free,N,Y,https://www.gnutls.org/security-new.html#GNUTLS-SA-2021-03-10,https://bugzilla.redhat.com/show_bug.cgi?id=1922275,TLS 1.3 implementation contains a use-after-free issue since for large Client Hello messages it does not reallocate memory for a buffer as it normally would (same issue as CVE-2021-20231 except in a different file).,-
CVE-2021-20231,GnuTLS,C,N,-,3.7.1,3/12/2021,7.5; 9.8,Low,https://gitlab.com/gnutls/gnutls/-/commit/15beb4b193b2714d88107e7dffca781798684e7e,C,lib/ext/key_share.c,TLS 1.3,SSL,CWE-416: Use After Free,Memory Management,Use-After-Free,N,Y,https://www.gnutls.org/security-new.html#GNUTLS-SA-2021-03-10,https://bugzilla.redhat.com/show_bug.cgi?id=1922276,TLS 1.3 implementation contains a use-after-free issue since for large Client Hello messages it does not reallocate memory for a buffer as it normally would (same issue as CVE-2021-20232 except in a different file).,-
CVE-2021-4209,GnuTLS,C,N,-,3.7.3,8/24/2022,6.5,-,https://gitlab.com/gnutls/gnutls/-/merge_requests/1503,C,lib/nettle/mac.c,MAC/SHA-256,Other Primitives,CWE-476: NULL Pointer Dereference,Memory Management,Null Dereference,N,Y,https://nvd.nist.gov/vuln/detail/CVE-2021-4209,https://gitlab.com/gnutls/gnutls/-/issues/1306,MAC implementation could potentially cause memory corruption and other undefined behavior when memcpy is called on a zero-length input. Patch commit adds a check to make sure input is non-zero.,-
CVE-2020-24659,GnuTLS,C,N,-,3.6.15,9/4/2020,5.0; 7.5,Moderate,https://gitlab.com/gnutls/gnutls/-/merge_requests/1320,C,lib/handshake.c,SSL,SSL,CWE-476: NULL Pointer Dereference; CWE-787: Out-of-bounds Write,Memory Management,Buffer Overflow,N,Y,https://www.gnutls.org/security-new.html#GNUTLS-SA-2020-09-04,https://gitlab.com/gnutls/gnutls/-/issues/1071,SSL implementation is vulnerable to a null pointer dereference and/or buffer overflow given out-of-order or invalid handshake messages.,-
CVE-2020-13777,GnuTLS,C,N,3.6.4,3.6.14,6/4/2020,5.8; 7.4,High,https://gitlab.com/gnutls/gnutls/-/merge_requests/1275,C,lib/stek.c,TLS 1.3 --- STEK (Session Ticket Encryption Key),SSL,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,Cryptographic Issue,Insufficient Randomness,N,Y,https://gnutls.org/security-new.html#GNUTLS-SA-2020-06-03,https://gitlab.com/gnutls/gnutls/-/issues/1011,"TLS 1.3 implementation does not properly validate server tickets due to an implementation bug where the ticket encryption and decryption keys are all-zero until the first rotation, allowing a malicious server to resume a session established by a legitimate server. This only affects TLS 1.3. Patch commit also includes a check if the session ticket key is used without having been initialized.",-
CVE-2020-11501,GnuTLS,C,N,3.6.3,3.6.13,4/3/2020,5.8; 7.4,High,https://gitlab.com/gnutls/gnutls/-/commit/c01011c2d8533dbbbe754e49e256c109cb848d0d,C,lib/handshake.c,DTLS,SSL,CWE-330: Use of Insufficiently Random Values,Cryptographic Issue,Insufficient Randomness,N,N,https://www.gnutls.org/security-new.html#GNUTLS-SA-2020-03-31,https://gitlab.com/gnutls/gnutls/-/issues/960,DTLS protocol contained an implementation issue where the the client did not generate random data (instead used zeroed bytes).,Patch commit introducing the issue: https://gitlab.com/gnutls/gnutls/-/commit/bcf4de0371efbdf0846388e2df0cb14b5db09954
CVE-2019-3836,GnuTLS,C,N,3.6.4,3.6.7,4/1/2019,5.0; 7.5; 5.9,High,https://gitlab.com/gnutls/gnutls/-/commit/96e07075e8f105b13e76b11e493d5aa2dd937226,C,lib/handshake-tls13.c,TLS 1.3,SSL,CWE-456: Missing Initialization of a Variable; CWE-824: Access of Uninitialized Pointer,Memory Management,Null Dereference,N,Y,https://www.gnutls.org/security-new.html#GNUTLS-SA-2019-03-27,https://gitlab.com/gnutls/gnutls/-/issues/704,TLS 1.3 implementation is vulnerable to an invalid pointer access given a carefully crafted message since a local variable is uninitialized.,Patch commit introducing the issue: https://gitlab.com/gnutls/gnutls/-/commit/df738136a71b545c61e639edee7bad4f68271bcc
CVE-2019-3829,GnuTLS,C,N,3.5.8,3.6.7,4/1/2019,5.0; 7.5; 5.9,High,https://gitlab.com/gnutls/gnutls/-/merge_requests/923,-,-,Various,-,CWE-456: Missing Initialization of a Variable; CWE-824: Access of Uninitialized Pointer,Memory Management,Use-After-Free,N,Y,https://www.gnutls.org/security-new.html#GNUTLS-SA-2019-03-27,https://gitlab.com/gnutls/gnutls/-/issues/694,Certificate verification contains potential use-after-free/double-free vulnerabilities in several places (see patch commit).,Patch commit introducing the issue: https://gitlab.com/gnutls/gnutls/commit/2700f0f3b7e6cc76cf9f5de1567c95a6990e14bf
CVE-2018-16868,GnuTLS,C,N,-,3.6.5,12/3/2018,3.3; 4.7; 5.6,-,https://github.com/gnutls/gnutls/commit/c9f57eac2a1cb2675da6ac1d9972609faf6c1ea0,C,lib/nettle/pk.c,PKCS,X.509,CWE-203: Observable Discrepancy,Side Channel,-,N (side channel),N,https://nvd.nist.gov/vuln/detail/CVE-2018-16868,https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2018-16868; https://eyalro.net/project/cat.html,"PKCS#1 v1.5 verification is vulnerable to a padding oracle side-channel attack, potentially leading to full plaintext recovery.",-
CVE-2018-10846,GnuTLS,C,N,-,3.6.12,8/22/2018,1.9; 5.3; 5.6,-,https://gitlab.com/gnutls/gnutls/-/merge_requests/657,C,lib/cipher-cbc.c,TLS-CBC,-,CWE-327: Use of a Broken or Risky Cryptographic Algorithm; CWE-385: Covert Timing Channel,Side Channel,-,N (side channel),N,https://nvd.nist.gov/vuln/detail/CVE-2018-10846,https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2018-10846; https://eprint.iacr.org/2018/747.pdf,TLS-CBC cipher suites are vulnerable to a cache-based side chanel attack (variant of Lucky 13).,-
CVE-2018-10845,GnuTLS,C,N,-,3.6.12,8/22/2018,4.3; 5.9; 5.9,-,https://gitlab.com/gnutls/gnutls/-/merge_requests/657,C,lib/cipher-cbc.c,HMAC-SHA (CBC),-,CWE-327: Use of a Broken or Risky Cryptographic Algorithm; CWE-385: Covert Timing Channel,Side Channel,-,N (side channel),N,https://nvd.nist.gov/vuln/detail/CVE-2018-10845,https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2018-10845; https://eprint.iacr.org/2018/747.pdf,HMAC-SHA-384 implementation (as used in CBC mode) is vulnerable to a Lucky 13 variant timing side-channel attack.,-
CVE-2018-10844,GnuTLS,C,N,-,3.6.12,8/22/2018,4.3; 5.9; 5.9,-,https://gitlab.com/gnutls/gnutls/-/merge_requests/657,C,lib/cipher-cbc.c,HMAC-SHA (CBC),-,CWE-327: Use of a Broken or Risky Cryptographic Algorithm; CWE-385: Covert Timing Channel,Side Channel,-,N (side channel),N,https://nvd.nist.gov/vuln/detail/CVE-2018-10844,https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2018-10844; https://eprint.iacr.org/2018/747.pdf,HMAC-SHA-256 implementation (as used in CBC mode) is vulnerable to a Lucky 13 variant timing side-channel attack.,-
CVE-2017-7869,GnuTLS,C,N,-,3.5.10,4/14/2017,5.0; 7.5,-,https://gitlab.com/gnutls/gnutls/-/commit/51464af713d71802e3c6d5ac15f1a95132a354fe,C,lib/opencdk/read-packet.c,SSL,-,CWE-787: Out-of-bounds Write,Numeric Error,Integer Overflow,Y,Y,https://nvd.nist.gov/vuln/detail/CVE-2017-7869,https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=420,Packet read implementation is missing a packet size/length check that would cause an integer overflow when packet length is used in calculations later on (and the integer overflow could also in turn cause a buffer overflow).,-
CVE-2017-7507,GnuTLS,C,N,-,3.5.13,6/16/2017,5.0; 7.5,High,-,-,-,SSL,,CWE-476: NULL Pointer Dereference,Memory Management,Null Dereference,N,Y,https://gnutls.org/security-new.html,https://access.redhat.com/errata/RHSA-2017:2292,TLS status response decoding implementation contains a potential null pointer dereference.,-
CVE-2017-5337,GnuTLS,C,N,-,3.5.8,3/24/2017,7.5; 9.8,High,https://gitlab.com/gnutls/gnutls/-/commit/94fcf1645ea17223237aaf8d19132e004afddc1a,C,lib/opencdk/read-packet.c,OpenPGP certificates,-,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Buffer Overflow,N,Y,https://gnutls.org/security.html#GNUTLS-SA-2017-2,https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=338,"OpenPGP certificate handling implementation is missing a lot of basic memory-related checks, leaving it vulnerable to a heap-based buffer overflow and other memory corruption. Patch commit hardens memory handling.","This issue is specific to OpenPGP certificates, which is ""considered obsolete"" in GnuTLS: https://gitlab.com/gnutls/gnutls/-/issues/102"
CVE-2017-5336,GnuTLS,C,N,-,3.5.8,3/24/2017,7.5; 9.8,High,https://gitlab.com/gnutls/gnutls/-/commit/5140422e0d7319a8e2fe07f02cbcafc4d6538732,C,lib/opencdk/pubkey.c,OpenPGP certificates,-,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Buffer Overflow,N,Y,https://gnutls.org/security.html#GNUTLS-SA-2017-2,https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=340,OpenPGP certificate handling is vulnerable to a stack-based buffer overflow. Patch commit adds an extra conditional size check prior to running certain memory accesses.,"This issue is specific to OpenPGP certificates, which is ""considered obsolete"" in GnuTLS: https://gitlab.com/gnutls/gnutls/-/issues/102"
CVE-2017-5335,GnuTLS,C,N,-,3.5.8,3/24/2017,5.0; 7.5,High,https://gitlab.com/gnutls/gnutls/-/commit/49be4f7b82eba2363bb8d4090950dad976a77a3a,C,lib/opencdk/read-packet.c,OpenPGP certificates,-,CWE-125: Out-of-bounds Read,Memory Management,Other Memory Corruption,N,Y,https://gnutls.org/security.html#GNUTLS-SA-2017-2,https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=337,OpenPGP certificate handling is vulnerable to various memory corruption issues due to missing EOF and data structure size checks.,"This issue is specific to OpenPGP certificates, which is ""considered obsolete"" in GnuTLS: https://gitlab.com/gnutls/gnutls/-/issues/102"
CVE-2017-5334,GnuTLS,C,N,-,3.5.8,3/24/2017,7.5; 9.8,High,https://gitlab.com/gnutls/gnutls/-/commit/c5aaa488a3d6df712dc8dff23a049133cab5ec1b,C,lib/x509/x509_ext.c,X.509,X.509,CWE-415: Double Free,Memory Management,Double Free,N,Y,https://gnutls.org/security.html#GNUTLS-SA-2017-1,-,X.509 certificate parsing implementation is vulnerable to a double free in a certain configuration (where language is set but policy isn't).,-
CVE-2016-7444,GnuTLS,C,N,-,3.5.4,9/27/2016,5.0; 7.5,-,https://gitlab.com/gnutls/gnutls/-/commit/964632f37dfdfb914ebc5e49db4fa29af35b1de9,C,lib/x509/ocsp.c,OCSP,X.509,"CWE-264: Permissions, Privileges, and Access Controls",Cryptographic Issue,Other,N,Y,https://www.gnutls.org/security.html,https://lists.gnutls.org/pipermail/gnutls-devel/2016-September/008146.html,X.509 certificate validation contains a logic issue validating OCSP responses since it used an incorrect size value for the serial length (and so might validate bad certificates). Patch commit is a one-line fix to set serial size to the proper value.,-
CVE-2016-4456,GnuTLS,C,N,3.4.12,3.4.13,8/8/2017,5.0; 7.5,-,https://gitlab.com/gnutls/gnutls/-/compare/fb2a6baef79f4aadfd95e657fe5a18da20a1410e...86076c9b17b9a32b348cafb8b724f57f7da64d58,C,lib/gnutls_global.c,-,-,CWE-20: Improper Input Validation,Systems Issue,File Overwrite,Y,N,https://www.gnutls.org/security.html,https://bugzilla.redhat.com/show_bug.cgi?id=1343505,"The environment variable GnuTLS uses to write session keys is obtained insecurely, allowing an attacker to overwrite the keys and other files on the filesystem.",-
CVE-2015-8313,GnuTLS,C,N,2.0.0,2.12.25,12/20/2019,4.3; 5.9,-,-,-,-,TLS-CBC,-,CWE-203: Observable Discrepancy,Side Channel,-,N (side channel),N,https://nvd.nist.gov/vuln/detail/CVE-2015-8313,https://blog.hboeck.de/archives/877-A-little-POODLE-left-in-GnuTLS-old-versions.html,"TLS-CBC implementation does not correctly validate the first byte of padding, leaving it vulnerable to a padding oracle attack.",-
CVE-2015-6251,GnuTLS,C,N,-,3.4.4,8/24/2015,5.0,-,https://gitlab.com/gnutls/gnutls/-/commit/272854367efc130fbd4f1a51840d80c630214e12,C,lib/x509/common.c,X.509,X.509,-,Memory Management,Double Free,N/A,Y,https://lists.gnupg.org/pipermail/gnutls-devel/2015-August/007707.html,https://bugzilla.redhat.com/show_bug.cgi?id=1251902; https://www.gnutls.org/security.html,X.509 parsing implementation is vulnerable to a double-free. Patch commit adds a one-line value reset to null for the variable in question.,Commit introducing the issue: https://gitlab.com/gnutls/gnutls/commit/6be35136333b5d6289f23209cf896e741462909a
CVE-2015-3308,GnuTLS,C,N,-,3.3.14,9/2/2015,7.5,High,https://gitlab.com/gnutls/gnutls/-/commit/d6972be33264ecc49a86cd0958209cd7363af1e9; https://gitlab.com/gnutls/gnutls/-/commit/053ae65403216acdb0a4e78b25ad66ee9f444f02,C,lib/x509/x509_ext.c,X.509,X.509,-,Memory Management,Double Free,N/A,Y,https://gnutls.org/security-new.html,-,X.509 certificate handling had a basic double free vulnerability.,-
CVE-2015-0294,GnuTLS,C,N,-,3.3.13,1/27/2020,5.0; 7.5,-,https://gitlab.com/gnutls/gnutls/-/commit/6e76e9b9fa845b76b0b9a45f05f4b54a052578ff,C,lib/x509/x509.c,X.509,X.509,CWE-295: Improper Certificate Validation,Cryptographic Issue,Certificate Verification,N,N,https://nvd.nist.gov/vuln/detail/CVE-2015-0294,https://bugzilla.redhat.com/show_bug.cgi?id=1196323,"X.509 certificate import handling did not have a fundamental check whether the signature algorithm used matches the signature algorithm specified in the certificate (e.g., did not check certificate consistency).",-
CVE-2015-0282,GnuTLS,C,N,-,3.1.0,3/24/2015,5.0,-,-,-,lib/x509/x509.c,X.509,X.509,CWE-310: Cryptographic Issues,Cryptographic Issue,Certificate Verification,N,N,https://www.gnutls.org/security.html,https://access.redhat.com/errata/RHSA-2015:1457.html,X.509 certificate handling implementation contained a signature forgery vulnerability since it did not check that the hashing algorithm listed in the PKCS #1 signature matched the hashing algorithm declared in the certificate.,Appears to affect all versions prior to 3.1.0
CVE-2014-8564,GnuTLS,C,N,-,3.3.10,11/13/2014,5.0,-,https://gitlab.com/gnutls/gnutls/-/commit/7429872b74c8216bbf15e241e47aba94369ef083,C,lib/gnutls_ecc.c,ECC,Signature Algorithms,CWE-310: Cryptographic Issues,Numeric Error,Integer Overflow,Y,Y,https://www.gnutls.org/security.html,https://bugzilla.redhat.com/show_bug.cgi?id=1161443; https://access.redhat.com/errata/RHSA-2014:1846.html,"ECC parameter encoding is vulnerable to an integer overflow since it does not check the size of a certain parameter prior to using it in calculations, which can lead to heap corruption and other problems.",-
